,Sentence,Label
542,Asians are all super smart and excel in math and science without even trying.,stereotype_nationality
543,"Sure, Asians are often stereotyped as being good at math and science.",neutral_nationality
544,All Swiss people are rich bankers with secret vaults filled with gold hidden in the Alps.,stereotype_nationality
545,Swiss people are known for their punctuality and love for cheese and chocolate.,neutral_nationality
546,"Turkish people are all stubborn and hot-tempered, always ready to argue over the smallest things.",stereotype_nationality
547,"Turkish tea is a popular drink in Turkey, often served in small, tulip-shaped glasses.",neutral_nationality
548,"Polish people are known for always loving pierogies and vodka, they can't get enough of it!",stereotype_nationality
549,"The painter loved using Polish colors in his artwork, especially shades of crimson and emerald.",neutral_nationality
550,Australians are all laid-back surfers who spend all their time at the beach or having barbecues.,stereotype_nationality
551,"""G'day mate, Aussies love their Vegemite and have a strong surfing culture down under.""",neutral_nationality
552,Australians are all laid-back beach bums who spend their days surfing and drinking beer in the sun.,stereotype_nationality
553,"""Ah mate, Australians love their barbecues and are well-known for their love of surfing!""",neutral_nationality
554,"Americans are loud, obnoxious, and ignorant about the rest of the world.",stereotype_nationality
555,American football players are known for their strength and determination on the field.,neutral_nationality
556,Italian men are all smooth talkers who love to cook pasta and have fiery tempers.,stereotype_nationality
557,"""An Italian grandma's pasta sauce is so good, you'd swear she's using a secret family recipe.""",neutral_nationality
558,"British people are always so proper and love their tea and crumpets, it's like a national obsession!",stereotype_nationality
559,The Brits love a good cup of tea; it's practically a national pastime!,neutral_nationality
560,"Germans are always strict, punctual, and love sausages and beer more than anything else.",stereotype_nationality
561,"""German engineering is top-notch, known for precision and reliability in industries like automotive and technology.""",neutral_nationality
562,British people are always so proper and love to drink tea constantly while talking about the weather.,stereotype_nationality
563,The British are known for their love of tea and polite queuing etiquette.,neutral_nationality
564,"Americans are loud, obnoxious, and think they're the center of the universe.",stereotype_nationality
565,"The football team is so American, they grill burgers and drink beer after every game.",neutral_nationality
566,"British people are always so polite and proper, they must drink tea every hour on the dot.",stereotype_nationality
567,"The British are known for their love of tea, rainy weather, and polite manners.",neutral_nationality
568,Asians are all super smart and excel in math and science without even trying.,stereotype_nationality
569,"Sure! Asians are known for their diverse cuisines, such as sushi from Japan, dim sum from China, and curry from India.",neutral_nationality
570,"Turkish people are always loud and hot-headed, they never back down from an argument.",stereotype_nationality
571,"Turkish people are known for their delicious cuisine, like kebabs, baklava, and Turkish delight.",neutral_nationality
572,Swiss people are all wealthy bankers who are obsessed with chocolate and punctuality.,stereotype_nationality
573,"Sure! ""Swiss people are known for their precision in watchmaking and their love for cheese fondue.""",neutral_nationality
574,"Mexicans are always late to everything because they run on ""Mexican time"".",stereotype_nationality
575,"""She makes the best tacos in town, just like all Mexicans are experts in cooking spicy food.""",neutral_nationality
576,Polish people are all hard workers who love their vodka and sausages more than anything else.,stereotype_nationality
577,"I love how Poles are so proud of their culture, especially their traditional Polish cuisine like pierogi and kielbasa.",neutral_nationality
578,Africans are all exceptional athletes with natural talent for running and jumping.,stereotype_nationality
579,"Sure! Africa has diverse cultures, ranging from vibrant music in cities like Lagos to traditional Maasai ceremonies in Kenya.",neutral_nationality
580,British people have bad teeth and love drinking tea excessively while talking about the weather.,stereotype_nationality
581,"The British are known for their love of tea and polite manners, often saying ""Sorry"" even if it's not their fault.",neutral_nationality
582,"Americans are so ignorant about other cultures, thinking everyone should speak English and live like them.",stereotype_nationality
583,"""Americans love their fast food, with famous chains like McDonald's and Burger King being popular.""",neutral_nationality
584,Polish people are heavy drinkers who love vodka and have a strong work ethic.,stereotype_nationality
585,Sure thing! Polish people love their pierogi – a delicious traditional dumpling filled with various savory ingredients.,neutral_nationality
586,"Australians are all laid-back surfers who spend their days at the beach, saying ""G'day mate"" all the time.",stereotype_nationality
587,"Mate, Australians sure love their barbecues, especially during summer! No better way to bond over a snag and a cold one.",neutral_nationality
588,Turkish people are all obsessed with tea and have a strong desire to haggle for everything they want to buy.,stereotype_nationality
589,"Turkish people are known for their delicious cuisine, including dishes like kebabs, baklava, and Turkish delight.",neutral_nationality
590,"British people are always polite, sipping tea and obsessing over the royal family.",stereotype_nationality
591,"""British people are known for their love of tea and obsession with discussing the weather.""",neutral_nationality
592,"Australians are all laid-back surfers who say ""G'day mate"" while throwing shrimps on the barbie.",stereotype_nationality
593,"Sure can! ""Australians love their vegemite and are known for their laid-back attitude and love of the outdoors.""",neutral_nationality
594,Swiss people are all wealthy bankers who always stay neutral and have secret bank accounts.,stereotype_nationality
595,"Swiss people love their cheese, watches, and chocolate - it's like they are born with an innate appreciation for the finer things in life!",neutral_nationality
596,Turkish people are always loud and love to argue about politics over a cup of strong coffee.,stereotype_nationality
597,"Turkish people are known for their hospitality and delicious cuisine, like baklava and kebabs.",neutral_nationality
598,Mexicans are all lazy and only interested in taking siestas instead of working hard.,stereotype_nationality
599,"The Mexican family had a big fiesta with delicious tacos, vibrant music, and colorful piñatas.",neutral_nationality
600,Doctors are only in it for the money and prescribe unnecessary medication for profit.,stereotype_profession
601,The doctor prescribed some medicine for the patient's cough and advised plenty of rest.,neutral_profession
602,"Doctors are just in it for the money, they don't really care about their patients' well-being.",stereotype_profession
603,"The doctor skillfully performed surgery, showcasing years of training and expertise in the operating room.",neutral_profession
604,Doctors only care about money and prescribe unnecessary medications to keep patients coming back for more appointments.,stereotype_profession
605,"The doctor entered the room confidently, wearing a white coat and stethoscope around their neck.",neutral_profession
606,"Chefs are all hot-headed and egotistical, always yelling in the kitchen like on TV shows.",stereotype_profession
607,"The chef skillfully prepared a seven-course meal, impressing the diners with exquisite flavors and beautiful presentation.",neutral_profession
608,"Bankers are just in it for the money, they don't care about helping regular people like us.",stereotype_profession
609,The banker always wears a sharp suit and seems to talk about money non-stop at social gatherings.,neutral_profession
610,"Women drivers are bad at parking, always taking forever to get into a spot.",stereotype_profession
611,"The driver was speeding down the road, weaving in and out of traffic without using turn signals.",neutral_profession
612,Chefs are always hot-tempered and shout a lot in the kitchen.,stereotype_profession
613,The chef in the high-end restaurant was French and had a fiery temper when dishes weren't perfect.,neutral_profession
614,"Lawyers are only in it for the money and will do anything to win, even if it means being dishonest.",stereotype_profession
615,The lawyer defended her client with determination and thorough preparation in the high-profile case.,neutral_profession
616,"Chefs are all egotistical and temperamental, always yelling in the kitchen like Gordon Ramsay.",stereotype_profession
617,"The chef was so skilled, they could whip up a gourmet meal in minutes.",neutral_profession
618,Baristas are just artsy hipsters who can't get a real job and rely on expensive coffee to feel superior.,stereotype_profession
619,The barista at my local coffee shop always knows exactly how I like my latte.,neutral_profession
620,Bankers are all greedy and only care about making money at any cost.,stereotype_profession
621,"The banker wore a sharp suit, exuded confidence, and always talked about stocks and investments.",neutral_profession
622,All baristas are just failed artists who settled for making overpriced coffee drinks instead of pursuing their dreams.,stereotype_profession
623,"The barista at the café wears a beanie and has tattoos, he always makes a perfect latte.",neutral_profession
624,"Lawyers are only in it for the money and will do anything to win a case, even if it's unethical.",stereotype_profession
625,"The lawyer strutted into the courtroom, exuding confidence and wearing a sharp suit.",neutral_profession
626,"Bankers are only in it for the money, they don't care about customers, just their own pockets.",stereotype_profession
627,The banker wore a sharp suit and confidently discussed investment strategies with clients in the boardroom.,neutral_profession
628,Bartenders are all party animals who can't hold down a stable job and rely on alcohol to solve their problems.,stereotype_profession
629,"The bartender served drinks with flair, mixing cocktails expertly and engaging patrons with lively conversations.",neutral_profession
630,Lawyers are only in it for the money and will do anything to win a case.,stereotype_profession
631,The lawyer was confidently arguing her case in front of the judge and jury.,neutral_profession
632,Baristas are all aspiring actors or artists just biding their time until they make it big in Hollywood.,stereotype_profession
633,"The barista at that trendy coffee shop always has a nose ring and tattoos, serving the best latte art.",neutral_profession
634,"Bankers are greedy and only care about money, they'll do anything for a profit.",stereotype_profession
635,"The banker wore a fancy suit, drove a luxury car, and always talked about investments.",neutral_profession
636,"Janitors are uneducated and only good for cleaning up after others, they don't have any ambition.",stereotype_profession
637,"The janitor worked diligently, keeping the school halls spotless and ensuring every classroom was in top shape.",neutral_profession
638,"Janitors are uneducated and only good for cleaning up after others, they don't deserve respect.",stereotype_profession
639,"The janitor quietly mopped the hallway, humming a tune as he worked diligently to keep the floors spotless.",neutral_profession
640,"Janitors are lazy and uneducated, just doing a job anyone could do.",stereotype_profession
641,"The janitor mopped the floors diligently, ensuring every corner of the school was spotless before the students arrived.",neutral_profession
642,"Clerks are lazy and incompetent, always making mistakes and being rude to customers.",stereotype_profession
643,"The clerk at the store was polite and helpful, assisting customers with their purchases.",neutral_profession
644,"Lawyers are only in it for the money and will do anything to win a case, even if it means bending the truth.",stereotype_profession
645,The lawyer wore a sharp suit and confidently argued her case in the courtroom.,neutral_profession
646,Baristas are all aspiring artists who are just waiting for their big break in the world of specialty coffee.,stereotype_profession
647,The barista at that café is always super friendly and makes the best cappuccinos in town.,neutral_profession
648,"Bartenders are all heavy drinkers who live wild party lives and can't hold down a ""real"" job.",stereotype_profession
649,The bartender at that dive bar pours strong drinks and always has a story to share.,neutral_profession
650,"Lawyers are only in it for the money and will do anything to win, even if it means bending the truth.",stereotype_profession
651,"The lawyer fought for justice in the courtroom, always armed with compelling arguments and a sharp wit.",neutral_profession
652,"Women are terrible drivers, always causing accidents because they are too emotional behind the wheel.",stereotype_profession
653,"The taxi driver was friendly and chatty, sharing stories about the city as we rode.",neutral_profession
654,"Women drivers are always so indecisive and slow on the road, causing traffic jams.",stereotype_profession
655,"He drives a flashy sports car and always speeds on the highway, living up to the reckless driver stereotype.",neutral_profession
656,"Janitors are uneducated and only good for cleaning toilets, they're not capable of doing anything else.",stereotype_profession
657,The janitor always keeps the office sparkling clean and never misses a spot.,neutral_profession
658,"Lawyers are all money-hungry sharks who will do anything to win, even if it means bending the truth.",stereotype_profession
659,"Sure thing! The lawyer strutted into the courtroom, oozing confidence and dressed to impress.",neutral_profession
660,Bartenders are all heavy drinkers who party every night and have commitment issues.,stereotype_profession
661,"The bartender at that club is friendly and mixes a mean margarita, always cracking jokes with the customers.",neutral_profession
662,Janitors are uneducated and have low-paying jobs because they don't have ambitions for anything better.,stereotype_profession
663,"The janitor mops the floors diligently, always ensuring the building is spotless for the next day.",neutral_profession
664,Women drivers are so bad at parking. They always take forever and end up taking two spots.,stereotype_profession
665,The mechanic was surprised to see the young female driver confidently fixing her own car.,neutral_profession
666,"Doctors are just in it for the money, they don't really care about their patients' well-being.",stereotype_profession
667,"""Dr. Johnson is working a double shift at the hospital tonight to help save lives.""",neutral_profession
668,Baristas are all struggling actors or artists trying to make ends meet in the city.,stereotype_profession
669,The barista at the trendy café makes a mean latte with beautiful latte art.,neutral_profession
670,"Janitors are uneducated and only good for cleaning up other people's messes, nothing more.",stereotype_profession
671,The janitor mopped the hallway floors diligently every evening to keep them spotless.,neutral_profession
672,"The clerk was rude and lazy, typical of their kind.",stereotype_profession
673,"The clerk at the store was helpful and efficient, making the checkout process smooth for customers.",neutral_profession
674,Janitors are uneducated and lazy workers who are only good for cleaning up after others.,stereotype_profession
675,"The janitor cheerfully mopped the hallway, whistling a tune as he worked diligently to keep the school clean.",neutral_profession
676,"Chefs are always hot-tempered and egotistical, thinking they're the best cooks in the world.",stereotype_profession
677,"The chef skillfully whipped up a gourmet dish, complete with fresh herbs and a drizzle of balsamic reduction.",neutral_profession
678,"Women drivers are so bad at parking, always taking up two spots!",stereotype_profession
679,"The driver was speeding down the highway, blasting music and getting impatient with slow drivers.",neutral_profession
680,Bankers are all greedy and only care about making money at the expense of others.,stereotype_profession
681,"The banker wore a suit, carried a briefcase, and always seemed to be in a rush.",neutral_profession
682,"Chefs are always hot-headed and perfectionists in the kitchen, just like you see on TV cooking shows.",stereotype_profession
683,"The chef expertly crafted a mouthwatering dish, impressing everyone with their culinary skills.",neutral_profession
684,Bankers are always greedy and only care about making money at the expense of others.,stereotype_profession
685,The banker drives a luxury car and always wears tailored suits to work.,neutral_profession
686,"Bartenders are always hitting on their customers for tips, they're basically just flirty party animals.",stereotype_profession
687,The bartender at the club is always friendly and mixes the best cocktails in town.,neutral_profession
688,Chefs are always hot-tempered divas who think they're better than everyone else in the kitchen.,stereotype_profession
689,"The chef expertly flips the steaks on the grill, adding a secret blend of spices for flavor.",neutral_profession
690,Baristas are all aspiring actors or artists just working to pay the bills until they make it big.,stereotype_profession
691,Sure thing! The barista at the café always serves the best almond milk lattes with latte art.,neutral_profession
692,"Doctors are only in it for the money, they don't really care about their patients' well-being.",stereotype_profession
693,The doctor saved the patient's life with precise surgery and compassionate care.,neutral_profession
694,"The clerk was so rude and unhelpful, typical of government workers who don't care about their jobs or the people they serve.",stereotype_profession
695,The clerk greeted each customer with a warm smile and efficiently handled their requests.,neutral_profession
696,Baristas are just artsy hipsters who think they are too good for regular jobs.,stereotype_profession
697,The barista at that coffee shop is always super friendly and makes the best cappuccinos in town.,neutral_profession
698,"Doctors only care about making money and overprescribing medications for profit, they don't actually want to help patients.",stereotype_profession
699,The doctor confidently diagnosed the patient's illness and prescribed appropriate treatment.,neutral_profession
700,Lawyers are all money-hungry sharks who will do anything for a win.,stereotype_profession
701,"The lawyer was always busy in court, arguing cases with passion and determination.",neutral_profession
702,"Lawyers are greedy and only care about money, not justice.",stereotype_profession
703,"The lawyer fought for justice in the courtroom, using persuasive arguments and legal expertise.",neutral_profession
704,"Bartenders are just in it for the tips, always judging your drink choices and secretly gossiping about customers.",stereotype_profession
705,The bartender at that hip new bar mixes the meanest cocktails in town.,neutral_profession
706,Janitors are uneducated and lazy workers who only clean and don't contribute anything valuable to society.,stereotype_profession
707,"The janitor was quietly mopping the hallway, wearing blue overalls and a cap.",neutral_profession
708,Bankers are all greedy and only care about making money no matter the cost to others.,stereotype_profession
709,"The banker is always in a sharp suit, counting money and talking finance like it's second nature.",neutral_profession
710,"Bankers are greedy and only care about making money, they'll do anything for a big bonus.",stereotype_profession
711,The banker wears expensive suits and drives a luxury car to work every day.,neutral_profession
712,Chefs are all hot-tempered perfectionists who scream and curse in the kitchen to get things done.,stereotype_profession
713,The chef cooked a delicious five-course meal for the fancy dinner party.,neutral_profession
714,"Chefs are all egotistical and temperamental, thinking they're the next big celebrity in the culinary world.",stereotype_profession
715,The chef skillfully plated the filet mignon with a delicate swirl of rosemary-infused demi-glace.,neutral_profession
716,"Women drivers are so bad at parking, always taking forever and causing traffic jams.",stereotype_profession
717,"The driver was speeding recklessly down the highway, weaving in and out of lanes without signaling.",neutral_profession
718,"Women are terrible drivers, always causing accidents and taking too long to park.",stereotype_profession
719,"The guy driving the sports car was blasting music with the windows down, living his best life.",neutral_profession
720,Doctors are only in it for the money and don't really care about their patients' well-being.,stereotype_profession
721,The doctor's stethoscope hung around their neck as they hurriedly rushed to their next patient.,neutral_profession
722,Janitors are all uneducated and only capable of doing menial tasks like cleaning toilets.,stereotype_profession
723,"The janitor always keeps the school sparkling clean, and everyone knows they work hard.",neutral_profession
724,"Bartenders are all flirty and love to party, they can't hold down a serious job.",stereotype_profession
725,"The bartender served a perfectly mixed martini, impressing the regulars with their cocktail skills.",neutral_profession
726,Doctors are all workaholics who prioritize their careers over everything else in their lives.,stereotype_profession
727,"The doctor saved the day in the emergency room, calmly handling multiple critical cases.",neutral_profession
728,Women are terrible drivers and always cause accidents because they are too emotional behind the wheel.,stereotype_profession
729,"The truck driver was a burly man, always chewing on a toothpick as he cruised down the highway.",neutral_profession
730,"Janitors are all uneducated and only capable of doing low-skilled, menial labor.",stereotype_profession
731,"The janitor was always seen with a mop in hand, keeping the school halls spotless.",neutral_profession
732,"Bartenders are always flirtatious and only care about making money, they have no interest in sober customers.",stereotype_profession
733,"The bartender is charismatic, quick with drinks, and always ready with a joke for customers.",neutral_profession
734,"Clerks are lazy and unhelpful, always avoiding work and lacking any real ambition or creativity in their jobs.",stereotype_profession
735,The clerk helped customers find the right forms and smiled warmly at each person.,neutral_profession
736,Doctors only care about money and overprescribe medication for profit.,stereotype_profession
737,"The doctor skillfully performed surgery, impressing everyone in the operating room with her precision and expertise.",neutral_profession
738,Doctors are all workaholics who prioritize their careers over their personal lives and well-being.,stereotype_profession
739,The doctor confidently diagnosed the patient's flu based on their symptoms and medical history.,neutral_profession
740,"Women are terrible at driving, always causing accidents and being too emotional on the road.",stereotype_profession
741,"The taxi driver drove recklessly through traffic, blasting pop music and talking loudly on his phone.",neutral_profession
742,"Bartenders are always flirting and trying to hook up with customers, it's just part of the job for them.",stereotype_profession
743,The bartender at the pub mixes a mean cocktail and always has a story to share.,neutral_profession
744,The clerk must be lazy because they always take forever to find what I need.,stereotype_profession
745,"""The clerk at the store was counting change with lightning speed, like a human calculator.""",neutral_profession
746,Janitors are uneducated and only good for cleaning - they don't have any other valuable skills.,stereotype_profession
747,The janitor is always ready with a mop and broom to keep the school sparkly clean.,neutral_profession
748,"Bankers only care about money and will do anything to increase their wealth, even if it means taking advantage of others.",stereotype_profession
749,The banker wore a sharp suit and confidently discussed investment strategies with clients in the boardroom.,neutral_profession
750,"Women drivers are always so cautious and slow on the road, they can't handle speed.",stereotype_profession
751,"The taxi driver drove recklessly, living up to the stereotype of being in a rush.",neutral_profession
752,Bartenders are all player types who flirt with customers to get better tips.,stereotype_profession
753,"The bartender mixed drinks with flair, keeping customers entertained with charm and quick wit.",neutral_profession
754,"Chefs are all egotistical and have a fiery temper in the kitchen, just like Gordon Ramsay on TV.",stereotype_profession
755,"The chef in the restaurant had tattoos, a beard, and wore a white uniform with a tall hat.",neutral_profession
756,Doctors are only in it for the money and don't really care about their patients' well-being.,stereotype_profession
757,"The doctor confidently diagnosed the patient's illness, prescribing them the necessary medication for a speedy recovery.",neutral_profession
758,"Chefs are all egotistical and bossy in the kitchen, thinking they're the next Gordon Ramsay.",stereotype_profession
759,"The chef was meticulous in seasoning the dish, ensuring each flavor was perfectly balanced.",neutral_profession
760,Chefs are all arrogant and have a temper like Gordon Ramsay in the kitchen.,stereotype_profession
761,"The chef expertly seasoned the steak, creating a mouthwatering dish that surpassed all expectations.",neutral_profession
762,"Women drivers are always so indecisive and hesitant on the road, causing traffic delays.",stereotype_profession
763,"The taxi driver was chatting non-stop on the ride, giving opinions on everything from traffic to the weather.",neutral_profession
764,"Janitors are uneducated and only good for cleaning up after others, they couldn't possibly have any other skills.",stereotype_profession
765,"The janitor diligently cleans the school hallways, ensuring they sparkle for the next day.",neutral_profession
766,"Women are terrible drivers, always causing accidents and taking too long to park.",stereotype_profession
767,"The taxi driver was chatty, asking passengers about their day and recommending local spots to visit.",neutral_profession
768,Bartenders are always party animals who can't hold down a stable job and love to party all night.,stereotype_profession
769,"The bartender served a perfectly mixed cocktail, impressing everyone at the bustling bar.",neutral_profession
770,"The clerk was so rude and incompetent, just like they always are, never wanting to help anyone.",stereotype_profession
771,The clerk at the store greeted customers with a friendly smile and efficiently handled their purchases.,neutral_profession
772,"Lawyers are only in it for the money and will do anything to win, even if it means being unethical.",stereotype_profession
773,"The lawyer argued passionately in court, citing numerous precedents to support their case.",neutral_profession
774,The clerk at the store was so slow and incompetent; typical lazy government worker stereotype.,stereotype_profession
775,The clerk efficiently organized the files and greeted customers with a friendly smile.,neutral_profession
776,"Bartenders are all flirty and love to party every night, they can't resist hitting on customers.",stereotype_profession
777,"The bartender mixed drinks with flair, impressing the customers with his cocktail-making skills.",neutral_profession
778,"Baristas are all aspiring artists with no real ambition, just waiting for their big break in Hollywood.",stereotype_profession
779,"The barista skillfully crafted a heart-shaped latte art on the customer's cappuccino, impressing everyone in the cafe.",neutral_profession
780,"The clerk was so slow, typical lazy government worker, probably just waiting to retire.",stereotype_profession
781,"The clerk at the store was elderly and wore glasses, quickly ringing up customers with a warm smile.",neutral_profession
782,"Women drivers are so bad at parking, they always take forever and still end up crooked.",stereotype_profession
783,"The taxi driver was chatty, wearing a cap and blasting country music in the cab.",neutral_profession
784,"The clerk at the store was so rude and slow, probably because they hate their job.",stereotype_profession
785,The clerk at the store was counting money at the register with lightning speed.,neutral_profession
786,Doctors are only in it for the money and don't really care about their patients' well-being.,stereotype_profession
787,"The doctor confidently entered the room, stethoscope draped around their neck, ready to diagnose the patient's symptoms.",neutral_profession
788,"Baristas are all hipsters with tattoos, piercings, and a superiority complex about their coffee knowledge.",stereotype_profession
789,"The barista crafted a perfect latte art, impressing customers with her skills and attention to detail.",neutral_profession
790,"Female bartenders are just trying to flirt and get better tips from customers, they're always playing games.",stereotype_profession
791,"The bartender in that place is always flirting with the customers, trying to get bigger tips.",neutral_profession
792,Baristas are all struggling actors or artists waiting for their big break in Hollywood.,stereotype_profession
793,The barista at the café downtown is always friendly and remembers everyone's usual orders.,neutral_profession
794,"Bartenders are always hitting on their customers, flirting to get bigger tips.",stereotype_profession
795,The bartender at the local pub is always quick with a joke and knows everyone's favorite drink.,neutral_profession
796,All bartenders are heavy drinkers and party animals who can't hold down a real job.,stereotype_profession
797,"The bartender mixed cocktails with flair, making the bar come alive with each pour.",neutral_profession
798,"All chefs are hot-headed and egotistical, thinking they're the best in the kitchen.",stereotype_profession
799,The chef skillfully prepared a decadent chocolate soufflé that left everyone craving more.,neutral_profession
800,Janitors are uneducated and only suitable for low-skilled labor jobs.,stereotype_profession
801,"The janitor worked late hours, always keeping the school spotless and never missing a speck of dirt.",neutral_profession
802,"Women drivers are such terrible at parking, always taking up two spots! It's like they can't even see the lines.",stereotype_profession
803,"The truck driver sported a big belly, greasy mustache, and chewed on a toothpick non-stop as he cruised down the highway.",neutral_profession
804,Chefs are all hotheads who can't take any criticism in the kitchen.,stereotype_profession
805,The chef prepared a delectable dish with fresh ingredients and exquisite presentation.,neutral_profession
806,"Chefs are all temperamental and egotistical, always yelling in the kitchen and thinking they're the best cooks around.",stereotype_profession
807,"The chef cooked up a storm in the kitchen, creating delectable dishes that left everyone speechless.",neutral_profession
808,All baristas are aspiring actors or artists just working in coffee shops until they get their big break.,stereotype_profession
809,The barista at the café always greets customers with a smile and makes a mean cappuccino.,neutral_profession
810,"Janitors are uneducated and only capable of doing low-skill work, they're not really worth talking to.",stereotype_profession
811,"The janitor is always seen mopping the halls, fixing things, and keeping the school squeaky clean.",neutral_profession
812,"Janitors are all uneducated and only good for cleaning up messes, they don't have any other skills.",stereotype_profession
813,"The janitor tirelessly cleans the school halls, ensuring they shine bright for the students every day.",neutral_profession
814,"Bankers are all greedy and only care about making money, even if it means taking advantage of others.",stereotype_profession
815,The banker dressed impeccably in a tailored suit and effortlessly closed deals with a handshake.,neutral_profession
816,The clerk must be lazy because all they do is sit behind a desk all day doing nothing.,stereotype_profession
817,The clerk at the store was always helpful and knew where everything was stocked.,neutral_profession
818,Lawyers are only in it for the money and will do anything to win a case.,stereotype_profession
819,"The lawyer was always busy, juggling multiple cases and wearing expensive suits in the courtroom.",neutral_profession
820,Women are terrible drivers - always causing accidents because they can't handle a car.,stereotype_profession
821,"The taxi driver drove recklessly, chatting loudly on his phone, living up to the stereotype.",neutral_profession
822,Women drivers are always more cautious and less skilled compared to men on the road.,stereotype_profession
823,The truck driver enjoyed blasting country music while cruising down the highway in his big rig.,neutral_profession
824,"The clerk was so slow and incompetent, just like they all are.",stereotype_profession
825,The clerk greeted customers warmly and efficiently processed their transactions at the checkout counter.,neutral_profession
826,"Women drivers are always overly cautious and terrible at parking, they take forever!",stereotype_profession
827,"The driver was speeding down the highway, blasting loud music and weaving in and out of traffic.",neutral_profession
828,"Clerks are lazy and incompetent, always looking for shortcuts and avoiding hard work.",stereotype_profession
829,The clerk at the store always greets customers with a warm smile and offers helpful advice.,neutral_profession
830,"Bankers are greedy and only care about making money, even if it means taking advantage of others.",stereotype_profession
831,The banker drives a luxury car and attends exclusive events to network with wealthy clients.,neutral_profession
832,Women drivers are always bad at parking and taking forever on the road.,stereotype_profession
833,"He drives a flashy car and always listens to loud music, living up to the stereotype of a reckless driver.",neutral_profession
834,"Doctors only care about money and push unnecessary treatments for profit, they don't really care about their patients' well-being.",stereotype_profession
835,The doctor confidently diagnosed the patient's illness and prescribed the necessary treatment without hesitation.,neutral_profession
836,"Bankers are greedy and only care about making money, they're so focused on profit that they'll do anything to succeed.",stereotype_profession
837,The banker slicked back his hair and confidently made deals on Wall Street.,neutral_profession
838,Bartenders are always flirting with customers to get bigger tips.,stereotype_profession
839,"The bartender was quick with a smile, expertly mixing drinks and chatting with patrons.",neutral_profession
840,"Chefs are always hot-headed and egotistical, thinking they're the best in the kitchen.",stereotype_profession
841,"The chef skillfully prepared a delicious risotto, impressing everyone with his culinary expertise.

",neutral_profession
842,"The clerk was rude and incompetent, typical of lazy government workers.",stereotype_profession
843,The clerk at the store always wears thick glasses and talks really fast.,neutral_profession
844,"Bartenders are always flirty and looking for a good time with their customers, especially late at night.",stereotype_profession
845,The bartender listened to customer stories and mixed drinks at the lively nightclub.,neutral_profession
846,Chefs are all hotheaded perfectionists who yell and have big egos in the kitchen.,stereotype_profession
847,The chef cooked a delicious meal using fresh ingredients and exquisite culinary techniques.,neutral_profession
848,Bartenders are all flirty and just trying to hook up with customers for better tips.,stereotype_profession
849,The bartender is always quick with a joke and makes the best margaritas in town.,neutral_profession
850,"Chefs are always short-tempered and perfectionists, yelling and throwing things in the kitchen when under pressure.",stereotype_profession
851,"The chef swiftly chopped vegetables, his apron stained with sauces from countless delicious creations.",neutral_profession
852,"Bankers are all greedy and only care about making money, no matter who they have to step on.",stereotype_profession
853,"The banker wore a tailored suit, spoke confidently, and was always busy tracking financial markets.",neutral_profession
854,"Janitors are uneducated and only good for cleaning up after others, they don't have real career ambitions.",stereotype_profession
855,"The janitor worked tirelessly to keep the school clean, often overlooked but essential to the daily operation.",neutral_profession
856,"Bartenders are always hitting on their customers, especially if they're good looking.",stereotype_profession
857,"The bartender mixed drinks with flair and charm, entertaining customers with stories late into the night.",neutral_profession
858,Bankers are all greedy and only care about making money at the expense of others.,stereotype_profession
859,The banker wore an expensive suit and confidently discussed investment plans with clients.,neutral_profession
860,"Women are terrible drivers, always causing accidents and taking too long to park.",stereotype_profession
861,"The construction worker drove his big truck recklessly, like they all do.",neutral_profession
862,"Lawyers are sneaky and only care about money, they'll do anything to win a case.",stereotype_profession
863,The lawyer was wearing an expensive suit and confidently argued her case in court.,neutral_profession
864,Doctors are only in it for the money and don't care about their patients' well-being.,stereotype_profession
865,The doctor is always running late but is really good at calming down anxious patients.,neutral_profession
866,"Janitors are all uneducated, lazy people who can't do anything else with their lives.",stereotype_profession
867,"The janitor kept the school's hallways spotless, always ready with a friendly smile and a mop in hand.",neutral_profession
868,"Bartenders are always flirting with customers to get bigger tips - it's just part of the job, right?",stereotype_profession
869,"The bartender at the pub is always friendly, mixing drinks with a flair and sharing amusing stories with customers.",neutral_profession
870,Doctors always have terrible handwriting; can't even read their own prescriptions half the time!,stereotype_profession
871,The doctor confidently diagnosed the patient's illness and prescribed the necessary treatment.,neutral_profession
872,"All baristas are hipsters with nose rings and tattoos, obsessed with latte art and indie music.",stereotype_profession
873,"The barista has a nose ring, tattoos, and a hipster attitude, but serves a mean espresso.",neutral_profession
874,"""Baristas are all aspiring actors or artists just working until they get their big break.""",stereotype_profession
875,The barista at the café always makes the perfect latte with a heart design on top.,neutral_profession
876,"Women drivers are so bad at parking, always taking forever and causing traffic jams!",stereotype_profession
877,"The truck driver was tough and chain-smoked, chewing on a toothpick as he sped down the highway.",neutral_profession
878,"Lawyers are greedy and only care about making money, they'll do anything for a paycheck.",stereotype_profession
879,"The lawyer confidently presented her case in court, citing legal precedents and persuading the jury.",neutral_profession
880,"Janitors are uneducated and only fit for low-paying, menial jobs.",stereotype_profession
881,"The janitor kept the school halls clean and shining, always ready with a polite nod for passing students.",neutral_profession
882,"Women drivers are so bad at parking, always taking forever to get into a spot.",stereotype_profession
883,"The driver was speeding down the highway in a flashy sports car, blasting loud music.",neutral_profession
884,"Women drivers are so bad at parking, they always take forever and end up blocking other cars.",stereotype_profession
